year,round,team_x,team_y,diff_seed,diff_bpi,diff_qual_win,diff_qual_loss,diff_qual_win_perc,diff_schdl_strength,diff_dist,location,team_x_win,team
2021,64,Texas Tech,Utah State,-5,5.9,3,8,-0.09,-66,-401.911719,"Bloomington, IN",TRUE,Texas Tech
2021,64,Arkansas,Colgate,-11,5,9,6,0.56,-256,-154.2895363,"Bloomington, IN",TRUE,Arkansas
2021,64,Florida,Virginia Tech,-3,0.7,1,1,0.01,-49,374.7958445,"Indianapolis, IN",TRUE,Florida
2021,64,Ohio State,Oral Roberts,-13,12.8,10,1,0.38,-112,-420.245497,"Indianapolis, IN",FALSE,Oral Roberts
2021,64,Illinois,Drexel,-15,16.7,14,5,0.7,-215,-469.0378151,"Indianapolis, IN",TRUE,Illinois
2021,64,Loyola (IL),Georgia Tech,-1,3.3,-5,-5,0.13,78,-263.0517132,"Indianapolis, IN",TRUE,Loyola (IL)
2021,64,Tennessee,Oregon State,-7,5.8,-2,-2,0,11,-1625.78608,"Indianapolis, IN",FALSE,Oregon State
2021,64,Oklahoma State,Liberty,-9,3.8,10,3,0.63,-233,236.3680596,"Indianapolis, IN",TRUE,Oklahoma State
2021,64,San Diego State,Syracuse,-5,1.3,-7,-6,-0.17,74,1217.018564,"Indianapolis, IN",FALSE,Syracuse
2021,64,West Virginia,Morehead State,-11,11.7,5,7,0.33,-137,148.0342093,"Indianapolis, IN",TRUE,West Virginia
2021,64,Clemson,Rutgers,-3,-0.1,0,-3,0.09,32,-223.0903304,"Indianapolis, IN",FALSE,Rutgers
2021,64,Houston,Cleveland State,-13,20.1,5,-1,0.83,-85,604.6575845,"Indianapolis, IN",TRUE,Houston
2021,32,Gonzaga,Oklahoma,-7,10.3,5,-8,0.52,36,953.627307,"Indianapolis, IN",TRUE,Gonzaga
2021,32,Creighton,Ohio,-8,8,5,1,0.34,-64,312.5994611,"Indianapolis, IN",TRUE,Creighton
2021,32,USC,Kansas,3,2.3,-1,-3,0.07,17,1324.903109,"Indianapolis, IN",TRUE,USC
2021,32,Oregon,Iowa,5,-5.8,-4,-4,0.04,45,1598.785865,"Indianapolis, IN",TRUE,Oregon
2021,32,Michigan,LSU,-7,4.8,6,-5,0.34,-7,-522.383928,"West Lafayette, IN",TRUE,Michigan
2021,32,Colorado,Florida State,1,0.4,-3,0,-0.09,24,358.4855487,"Indianapolis, IN",FALSE,Florida State
2021,32,UCLA,Abilene Christian,-3,5.6,5,4,0.21,-194,904.2579695,"Indianapolis, IN",TRUE,UCLA
2021,32,Maryland,Alabama,8,-4.7,-4,8,-0.36,-16,40.82993807,"West Lafayette, IN",FALSE,Alabama
2021,32,Baylor,Wisconsin,-8,7.5,7,-10,0.51,39,556.359008,"Indianapolis, IN",TRUE,Baylor
2021,32,Villanova,North Texas,-8,7.9,4,-1,0.43,-54,-187.1961163,"Indianapolis, IN",TRUE,Villanova
2021,32,Texas Tech,Arkansas,3,0.9,-4,4,-0.25,22,467.70333,"Bloomington, IN",FALSE,Arkansas
2021,32,Florida,Oral Roberts,-8,8.9,3,1,0.16,-94,142.2290284,"Indianapolis, IN",FALSE,Oral Roberts
2021,32,Illinois,Loyola (IL),-7,4.4,12,5,0.03,-123,-48.53570346,"Indianapolis, IN",FALSE,Loyola (IL)
2021,32,Oregon State,Oklahoma State,8,-2.7,-2,2,-0.13,26,1268.554252,"Indianapolis, IN",TRUE,Oregon State
2021,32,Syracuse,West Virginia,8,-1.1,3,-2,0.17,15,235.4260449,"Indianapolis, IN",TRUE,Syracuse
2021,32,Rutgers,Houston,8,-8.7,3,9,-0.39,-97,-246.5630742,"Indianapolis, IN",FALSE,Houston
2021,16,Gonzaga,Creighton,-4,8.2,5,-2,0.25,17,1112.583485,"Indianapolis, IN",TRUE,Gonzaga
2021,16,USC,Oregon,-1,3.1,1,2,-0.06,-13,-93.92696198,"Indianapolis, IN",TRUE,USC
2021,16,Michigan,Florida State,-3,4.7,4,-2,0.17,-24,-439.7174479,"Indianapolis, IN",TRUE,Michigan
2021,16,UCLA,Alabama,9,-3,-3,2,-0.18,-2,1356.571281,"Indianapolis, IN",TRUE,UCLA
2021,16,Baylor,Villanova,-4,5.6,9,-1,0.25,-4,267.0294469,"Indianapolis, IN",TRUE,Baylor
2021,16,Arkansas,Oral Roberts,-12,12.1,7,2,0.27,-98,-81.74929548,"Indianapolis, IN",TRUE,Arkansas
2021,16,Loyola (IL),Oregon State,-4,5.7,-6,-7,0.17,82,-1751.407777,"Indianapolis, IN",FALSE,Oregon State
2021,16,Syracuse,Houston,9,-7.4,3,7,-0.33,-58,-301.4546576,"Indianapolis, IN",FALSE,Houston
2021,8,Gonzaga,USC,-5,7,4,-5,0.38,24,-172.3115656,"Indianapolis, IN",TRUE,Gonzaga
2021,8,Michigan,UCLA,-10,6,7,-4,0.35,-13,-1601.676319,"Indianapolis, IN",FALSE,UCLA
2021,8,Baylor,Arkansas,-2,7.2,5,-5,0.32,20,333.3972724,"Indianapolis, IN",TRUE,Baylor
2021,8,Oregon State,Houston,10,-10.8,3,7,-0.33,-53,1048.317626,"Indianapolis, IN",FALSE,Houston
2021,4,Gonzaga,UCLA,-10,9.9,5,-6,0.46,44,-172.3115656,"Indianapolis, IN",TRUE,Gonzaga
2021,4,Baylor,Houston,-1,2.4,9,1,0.05,-56,-26.5949731,"Indianapolis, IN",TRUE,Baylor
2021,2,Gonzaga,Baylor,0,0.6,-3,-1,0.04,29,802.9901922,"Indianapolis, IN",FALSE,Baylor
2019,64,Duke,North Dakota State,-15,22.8,16,3,0.73,-159,-1040.252067,"Columbia, SC",TRUE,Duke
2019,64,VCU,UCF,-1,-0.5,-2,-1,-0.17,27,-76.76561041,"Columbia, SC",FALSE,UCF
2019,64,Mississippi State,Liberty,-7,5.4,3,4,-0.1,-174,-453.6082817,"San Jose, CA",FALSE,Liberty
2019,64,Virginia Tech,Saint Louis,-9,12,4,5,0.31,-58,544.0651279,"San Jose, CA",TRUE,Virginia Tech
2019,64,Maryland,Belmont,-5,2.6,7,6,0.03,-123,156.6216285,"Jacksonville, FL",TRUE,Maryland
2019,64,LSU,Yale,-11,6.3,7,3,0.58,-113,-338.9491333,"Jacksonville, FL",TRUE,LSU
2019,64,Louisville,Minnesota,-3,5.3,-3,0,-0.1,-3,248.4425019,"Des Moines, IA",FALSE,Minnesota
2019,64,Michigan State,Bradley,-13,20.2,18,5,0.26,-225,259.1136689,"Des Moines, IA",TRUE,Michigan State
2019,64,Gonzaga,Fairleigh Dickinson,-15,24.6,6,3,0.6,-244,-1418.208237,"Salt Lake City, UT",TRUE,Gonzaga
2019,64,Syracuse,Baylor,-1,0.2,-5,2,-0.23,6,796.0702767,"Salt Lake City, UT",FALSE,Baylor
2019,64,Marquette,Murray State,-7,2.5,4,2,0.15,-134,-124.6208124,"Hartford, CT",FALSE,Murray State
2019,64,Florida State,Vermont,-9,6.7,12,2,0.67,-201,822.6878977,"Hartford, CT",TRUE,Florida State
2019,64,Buffalo,Arizona State,-5,5.2,-3,-2,-0.17,30,91.80564992,"Tulsa, OK",TRUE,Buffalo
2019,64,Texas Tech,Northern Kentucky,-11,13.8,15,3,0.71,-232,-275.3568839,"Tulsa, OK",TRUE,Texas Tech
2019,64,Nevada,Florida,-3,1.3,-2,-11,0.14,106,344.3457834,"Des Moines, IA",FALSE,Florida
2019,64,Michigan,Montana,-13,14.8,13,5,0.65,-246,-561.9360652,"Des Moines, IA",TRUE,Michigan
2019,64,Virginia,Gardner-Webb,-15,21.2,18,0,0.86,-194,213.4409296,"Columbia, SC",TRUE,Virginia
2019,64,Ole Miss,Oklahoma,-1,-1.9,-3,-4,-0.04,43,-444.3271393,"Columbia, SC",FALSE,Oklahoma
2019,64,Wisconsin,Oregon,-7,2.7,9,5,0.22,-62,1277.223444,"San Jose, CA",FALSE,Oregon
2019,64,Kansas State,UC Irvine,-9,7.2,9,4,0.15,-181,1033.313338,"San Jose, CA",FALSE,UC Irvine
2019,64,Villanova,Saint Mary's,-5,2.1,4,-2,0.42,-25,-2421.76808,"Hartford, CT",TRUE,Villanova
2019,64,Purdue,Old Dominion,-11,13.8,13,6,0.01,-232,359.5661933,"Hartford, CT",TRUE,Purdue
2019,64,Cincinnati,Iowa,-3,1.3,-7,-4,-0.22,40,-361.7841503,"Columbus, OH",FALSE,Iowa
2019,64,Tennessee,Colgate,-13,14.5,9,3,0.6,-194,-147.7563696,"Columbus, OH",TRUE,Tennessee
2019,64,North Carolina,Iona,-15,19.7,12,5,0.63,-269,-134.7600136,"Columbus, OH",TRUE,North Carolina
2019,64,Utah State,Washington,-1,0.2,0,-4,0.25,51,-502.746279,"Columbus, OH",FALSE,Washington
2019,64,Auburn,New Mexico State,-7,8.5,9,4,0.56,-250,913.774854,"Salt Lake City, UT",TRUE,Auburn
2019,64,Kansas,Northeastern,-9,9.2,15,5,0.65,-109,-1204.423682,"Salt Lake City, UT",TRUE,Kansas
2019,64,Iowa State,Ohio State,-5,4.7,1,-2,0.07,14,-325.7446751,"Tulsa, OK",FALSE,Ohio State
2019,64,Houston,Georgia State,-11,12.4,7,0,0.7,-46,-231.0992066,"Tulsa, OK",TRUE,Houston
2019,64,Wofford,Seton Hall,-3,6.6,-7,-1,-0.54,56,-513.5837884,"Jacksonville, FL",TRUE,Wofford
2019,64,Kentucky,Abilene Christian,-13,17.3,12,3,0.71,-329,-518.7801962,"Jacksonville, FL",TRUE,Kentucky
2019,32,Duke,UCF,-8,10.8,13,3,0.23,-65,-209.7278005,"Columbia, SC",TRUE,Duke
2019,32,Liberty,Virginia Tech,8,-9,-1,-7,0.29,167,63.61496443,"San Jose, CA",FALSE,Virginia Tech
2019,32,Maryland,LSU,3,-0.7,3,4,-0.05,-15,92.79749845,"Jacksonville, FL",FALSE,LSU
2019,32,Minnesota,Michigan State,8,-11.7,-10,5,-0.31,12,-239.5465118,"Des Moines, IA",FALSE,Michigan State
2019,32,Gonzaga,Baylor,-8,12.8,-3,-5,0.1,47,-490.0823845,"Salt Lake City, UT",TRUE,Gonzaga
2019,32,Murray State,Florida State,8,-5.6,-10,-3,-0.27,174,-103.7817396,"Hartford, CT",FALSE,Florida State
2019,32,Buffalo,Texas Tech,3,-6.2,-14,-4,-0.38,78,637.9475451,"Tulsa, OK",FALSE,Texas Tech
2019,32,Florida,Michigan,8,-6.2,-10,6,-0.46,-2,525.6958324,"Des Moines, IA",FALSE,Michigan
2019,32,Virginia,Oklahoma,-8,12.6,11,-9,0.49,4,-630.487397,"Columbia, SC",TRUE,Virginia
2019,32,Oregon,UC Irvine,-1,6.1,0,2,-0.17,-147,132.2031975,"San Jose, CA",TRUE,Oregon
2019,32,Villanova,Purdue,3,-4.9,-10,-3,-0.12,49,-563.8116237,"Hartford, CT",FALSE,Purdue
2019,32,Iowa,Tennessee,8,-6.6,0,4,-0.13,-6,178.9475049,"Columbus, OH",FALSE,Tennessee
2019,32,North Carolina,Washington,-8,10.2,10,1,0.38,-59,-1656.388797,"Columbus, OH",TRUE,North Carolina
2019,32,Auburn,Kansas,1,2.2,-6,-1,-0.09,18,671.7707641,"Salt Lake City, UT",TRUE,Auburn
2019,32,Ohio State,Houston,8,-6.1,1,9,-0.3,-62,311.9138833,"Tulsa, OK",FALSE,Houston
2019,32,Wofford,Kentucky,5,-4,-12,0,-0.71,76,-237.1607143,"Jacksonville, FL",FALSE,Kentucky
2019,16,Duke,Virginia Tech,-3,4.8,12,-3,0.42,-31,8.392750828,"Washington, DC",TRUE,Duke
2019,16,LSU,Michigan State,1,-7.1,-12,-1,-0.18,38,519.3005835,"Washington, DC",FALSE,Michigan State
2019,16,Gonzaga,Florida State,-3,8.5,-6,-2,-0.07,55,-1016.456729,"Anaheim, CA",TRUE,Gonzaga
2019,16,Texas Tech,Michigan,1,1,2,-1,0.06,5,-1015.146459,"Anaheim, CA",TRUE,Texas Tech
2019,16,Virginia,Oregon,-11,11.6,16,-1,0.53,-55,-1587.024273,"Louisville, KY",TRUE,Virginia
2019,16,Purdue,Tennessee,1,0.3,6,1,0.08,-28,-6.920512974,"Louisville, KY",TRUE,Purdue
2019,16,North Carolina,Auburn,-4,2.5,3,0,0.07,-15,199.6698618,"Kansas City, MO",FALSE,Auburn
2019,16,Houston,Kentucky,1,-2.4,-5,-2,-0.01,58,96.96833322,"Kansas City, MO",FALSE,Kentucky
2019,8,Duke,Michigan State,-1,1.5,-3,0,-0.03,5,-245.0843606,"Washington, DC",FALSE,Michigan State
2019,8,Gonzaga,Texas Tech,-2,4.3,-9,-2,-0.11,52,38.51245303,"Anaheim, CA",FALSE,Texas Tech
2019,8,Virginia,Purdue,-2,5.8,3,-4,0.18,8,218.252549,"Louisville, KY",TRUE,Virginia
2019,8,Auburn,Kentucky,3,-1.9,-3,2,-0.15,2,127.7977264,"Kansas City, MO",TRUE,Auburn
2019,4,Michigan State,Texas Tech,-1,1,4,0,0.05,-21,-448.4851006,"Minneapolis, MN",FALSE,Texas Tech
2019,4,Virginia,Auburn,-4,6.8,9,-4,0.3,-9,-49.63229928,"Minneapolis, MN",TRUE,Virginia
2019,2,Texas Tech,Virginia,2,-4.4,-3,3,-0.15,11,11.16994982,"Minneapolis, MN",FALSE,Virginia
2018,64,Virginia,UMBC,-15,19.5,16,-1,0.64,-136,-131.1885323,"Charlotte, NC",FALSE,UMBC
2018,64,Creighton,Kansas State,-1,3,-6,-1,-0.22,17,14.94735562,"Charlotte, NC",FALSE,Kansas State
2018,64,Kentucky,Davidson,-7,2.2,6,4,0.18,-70,-257.8347891,"Boise, ID",TRUE,Kentucky
2018,64,Arizona,Buffalo,-9,5.2,2,-2,0.4,-73,-1024.457805,"Boise, ID",FALSE,Buffalo
2018,64,Miami (FL),Loyola (IL),-5,1,3,6,-0.3,-66,308.3729731,"Dallas, TX",FALSE,Loyola (IL)
2018,64,Tennessee,Wright State,-11,12.7,7,5,0.5,-217,-86.56313099,"Dallas, TX",TRUE,Tennessee
2018,64,Nevada,Texas,-3,1.2,-2,-11,0.27,80,1057.832941,"Nashville, TN",TRUE,Nevada
2018,64,Cincinnati,Georgia State,-13,14.1,3,4,0.38,-184,26.58690661,"Nashville, TN",TRUE,Cincinnati
2018,64,Xavier,Texas Southern,-15,18.3,10,-4,0.71,-69,-425.7411587,"Nashville, TN",TRUE,Xavier
2018,64,Missouri,Florida State,-1,-2.4,-6,-2,-0.17,34,-62.18882155,"Nashville, TN",FALSE,Florida State
2018,64,Ohio State,South Dakota State,-7,7.9,4,6,0.31,-124,753.6333338,"Boise, ID",TRUE,Ohio State
2018,64,Gonzaga,UNC Greensboro,-9,9.3,4,2,0.23,-89,-1697.16092,"Boise, ID",TRUE,Gonzaga
2018,64,Houston,San Diego State,-5,4.6,1,1,0,-26,-605.8252765,"Wichita, KS",TRUE,Houston
2018,64,Michigan,Montana,-11,11.4,12,3,0.71,-218,-273.34109,"Wichita, KS",TRUE,Michigan
2018,64,Texas A&M,Providence,-3,3.1,0,-3,0.08,-16,268.2580925,"Charlotte, NC",TRUE,Texas A&M
2018,64,North Carolina,Lipscomb,-13,16.3,15,6,0.6,-168,-228.6209475,"Charlotte, NC",TRUE,North Carolina
2018,64,Villanova,Radford,-15,22.7,16,-2,0.89,-182,14.70925943,"Pittsburgh, PA",TRUE,Villanova
2018,64,Virginia Tech,Alabama,-1,2.6,-3,0,-0.09,28,-426.5644118,"Pittsburgh, PA",FALSE,Alabama
2018,64,West Virginia,Murray State,-7,8.2,13,6,0.59,-237,459.1872249,"San Diego, CA",TRUE,West Virginia
2018,64,Wichita State,Marshall,-9,11.1,1,3,-0.16,-47,-812.2290485,"San Diego, CA",FALSE,Marshall
2018,64,Florida,St. Bonaventure,-5,4.1,5,2,0.12,-62,-309.7059836,"Dallas, TX",TRUE,Florida
2018,64,Texas Tech,Stephen F. Austin,-11,11.6,13,6,0.62,-321,152.9996007,"Dallas, TX",TRUE,Texas Tech
2018,64,Arkansas,Butler,-3,-2.4,-1,-2,0.01,31,495.0917779,"Detroit, MI",FALSE,Butler
2018,64,Purdue,Cal State Fullerton,-13,19.7,11,3,0.69,-177,-1728.914653,"Detroit, MI",TRUE,Purdue
2018,64,Kansas,Pennsylvania,-15,12.3,19,3,0.79,-251,-1060.965702,"Wichita, KS",TRUE,Kansas
2018,64,Seton Hall,NC State,-1,2.5,-3,2,-0.15,-32,213.2776696,"Wichita, KS",TRUE,Seton Hall
2018,64,Clemson,New Mexico State,-7,7.1,7,7,0,-159,1364.710852,"San Diego, CA",TRUE,Clemson
2018,64,Auburn,Charleston,-9,8.9,5,1,0.56,-175,-314.2752431,"San Diego, CA",TRUE,Auburn
2018,64,TCU,Syracuse,-5,2.9,-2,1,-0.09,2,666.1147515,"Detroit, MI",FALSE,Syracuse
2018,64,Michigan State,Bucknell,-11,11.4,6,1,0.55,-115,-260.8075034,"Detroit, MI",TRUE,Michigan State
2018,64,Rhode Island,Oklahoma,-3,1.1,-4,-5,-0.03,73,-565.709615,"Pittsburgh, PA",TRUE,Rhode Island
2018,64,Duke,Iona,-13,16.7,14,3,0.7,-168,-12.51840357,"Pittsburgh, PA",TRUE,Duke
2018,32,UMBC,Kansas State,7,-8.5,-8,-8,-0.2,137,-544.0830088,"Charlotte, NC",FALSE,Kansas State
2018,32,Kentucky,Buffalo,-8,6.2,7,5,0.27,-129,-172.041453,"Boise, ID",TRUE,Kentucky
2018,32,Loyola (IL),Tennessee,8,-4.8,-2,-6,0.33,102,36.27007733,"Dallas, TX",TRUE,Loyola (IL)
2018,32,Nevada,Cincinnati,5,-7.3,1,-2,0.19,8,1570.11719,"Nashville, TN",TRUE,Nevada
2018,32,Xavier,Florida State,-8,3.2,0,-5,0.18,20,-181.2485002,"Nashville, TN",FALSE,Florida State
2018,32,Ohio State,Gonzaga,1,-1.6,-1,5,-0.25,-55,1433.67007,"Boise, ID",FALSE,Gonzaga
2018,32,Houston,Michigan,3,-1.7,-8,-1,-0.21,39,-228.8903373,"Wichita, KS",FALSE,Michigan
2018,32,Texas A&M,North Carolina,5,-5.3,-8,-2,-0.13,5,839.7989362,"Charlotte, NC",TRUE,Texas A&M
2018,32,Villanova,Alabama,-8,14.2,7,-8,0.42,-4,-403.6378068,"Pittsburgh, PA",TRUE,Villanova
2018,32,West Virginia,Marshall,-8,12.7,10,7,-0.01,-103,134.9122104,"San Diego, CA",TRUE,West Virginia
2018,32,Florida,Texas Tech,3,-3,-4,-1,-0.06,11,577.6288981,"Dallas, TX",FALSE,Texas Tech
2018,32,Butler,Purdue,8,-6.6,-4,6,-0.3,-29,0.782041701,"Detroit, MI",FALSE,Purdue
2018,32,Kansas,Seton Hall,-7,4.8,13,-5,0.41,-16,-1112.75394,"Wichita, KS",TRUE,Kansas
2018,32,Clemson,Auburn,1,1.8,4,5,-0.06,-51,133.8488878,"San Diego, CA",TRUE,Clemson
2018,32,Syracuse,Michigan State,8,-8.4,2,5,-0.11,-36,281.7319083,"Detroit, MI",TRUE,Syracuse
2018,32,Rhode Island,Duke,5,-9.3,-11,-1,-0.32,69,133.1169197,"Pittsburgh, PA",FALSE,Duke
2018,16,Kansas State,Kentucky,4,-3.7,1,2,-0.02,15,477.604933,"Atlanta, GA",TRUE,Kansas State
2018,16,Loyola (IL),Nevada,4,-1.6,1,-2,0.26,37,-1406.576134,"Atlanta, GA",TRUE,Loyola (IL)
2018,16,Florida State,Gonzaga,5,-3.9,5,5,-0.03,-70,1065.058666,"Los Angeles, CA",TRUE,Florida State
2018,16,Michigan,Texas A&M,-4,4.3,5,-3,0.24,22,640.4203523,"Los Angeles, CA",TRUE,Michigan
2018,16,Villanova,West Virginia,-4,7,3,-7,0.3,-1,-226.3561601,"Boston, MA",TRUE,Villanova
2018,16,Texas Tech,Purdue,1,-3.9,2,3,-0.07,-27,943.3971182,"Boston, MA",TRUE,Texas Tech
2018,16,Kansas,Clemson,-4,2.5,10,-4,0.29,-11,-687.2838151,"Omaha, NE",TRUE,Kansas
2018,16,Syracuse,Duke,9,-10.4,-6,4,-0.26,16,31.73220555,"Omaha, NE",FALSE,Duke
2018,8,Kansas State,Loyola (IL),-2,-0.4,4,10,-0.38,-88,187.4162928,"Atlanta, GA",FALSE,Loyola (IL)
2018,8,Florida State,Michigan,6,-3.6,-2,4,-0.18,-8,51.27970553,"Los Angeles, CA",FALSE,Michigan
2018,8,Villanova,Texas Tech,-2,7.7,3,-6,0.27,4,-1502.519985,"Boston, MA",TRUE,Villanova
2018,8,Kansas,Duke,-1,-3.3,5,-1,0.09,-5,-829.4923777,"Omaha, NE",TRUE,Kansas
2018,4,Loyola (IL),Michigan,8,-5.5,-7,-4,0.12,91,-161.4553545,"San Antonio, TX",FALSE,Michigan
2018,4,Villanova,Kansas,0,6.3,-3,-3,0.1,8,817.7607645,"San Antonio, TX",TRUE,Villanova
2018,2,Michigan,Villanova,2,-7.7,-4,3,-0.18,17,-290.3679621,"San Antonio, TX",FALSE,Villanova
2017,64,Villanova,Mount St. Mary's,-15,22.2,10,-2,0.71,-115,33.78019644,"Buffalo, NY",TRUE,Villanova
2017,64,Wisconsin,Virginia Tech,-1,6.2,2,-1,0.09,-2,132.1740452,"Buffalo, NY",TRUE,Wisconsin
2017,64,Virginia,UNC Wilmington,-7,9.6,6,6,0.4,-136,235.6711674,"Orlando, FL",TRUE,Virginia
2017,64,Florida,East Tennessee State,-9,12,7,7,0.44,-166,-444.1276469,"Orlando, FL",TRUE,Florida
2017,64,Southern Methodist,USC,-5,7.7,2,-5,0.41,11,-1042.002279,"Tulsa, OK",FALSE,USC
2017,64,Baylor,New Mexico State,-11,11.2,13,7,0.62,-314,-350.7864424,"Tulsa, OK",TRUE,Baylor
2017,64,South Carolina,Marquette,-3,0.6,2,0,0.07,3,-543.7339763,"Greenville, SC",TRUE,South Carolina
2017,64,Duke,Troy,-13,15.7,15,6,0.68,-199,-84.91834638,"Greenville, SC",TRUE,Duke
2017,64,Gonzaga,South Dakota State,-15,21.4,10,-1,0.91,-98,-259.3398632,"Salt Lake City, UT",TRUE,Gonzaga
2017,64,Northwestern,Vanderbilt,-1,-0.8,0,-1,0.02,21,-137.1882119,"Salt Lake City, UT",TRUE,Northwestern
2017,64,Notre Dame,Princeton,-7,5.6,9,7,0.5,-126,110.2431773,"Buffalo, NY",TRUE,Notre Dame
2017,64,West Virginia,Bucknell,-9,12.4,11,4,0.38,-188,65.14831367,"Buffalo, NY",TRUE,West Virginia
2017,64,Maryland,Xavier,-5,-1.5,1,-6,0.23,45,10.49287075,"Orlando, FL",FALSE,Xavier
2017,64,Florida State,Florida Gulf Coast,-11,8.5,11,2,0.65,-192,90.55497831,"Orlando, FL",TRUE,Florida State
2017,64,Saint Mary's,VCU,-3,6.9,1,-1,0.14,21,-1268.259194,"Salt Lake City, UT",TRUE,Saint Mary's
2017,64,Arizona,North Dakota,-13,13.3,5,4,0.5,-235,-283.2647563,"Salt Lake City, UT",TRUE,Arizona
2017,64,Kansas,UC Davis,-15,21.3,16,4,0.76,-288,-1226.795884,"Tulsa, OK",TRUE,Kansas
2017,64,Miami (FL),Michigan State,-1,1,-2,1,-0.1,7,410.5995393,"Tulsa, OK",FALSE,Michigan State
2017,64,Iowa State,Nevada,-7,5.7,14,7,0.61,-153,-1367.150563,"Milwaukee, WI",TRUE,Iowa State
2017,64,Purdue,Vermont,-9,7.1,10,2,0.63,-163,-552.3800978,"Milwaukee, WI",TRUE,Purdue
2017,64,Creighton,Rhode Island,-5,1.6,1,2,-0.02,-28,-1260.146335,"Sacramento, CA",FALSE,Rhode Island
2017,64,Oregon,Iona,-11,16.2,4,1,0.31,-95,-2120.497923,"Sacramento, CA",TRUE,Oregon
2017,64,Michigan,Oklahoma State,-3,3.2,4,-4,0.21,15,-432.7329082,"Indianapolis, IN",TRUE,Michigan
2017,64,Louisville,Jacksonville State,-13,18,10,7,0.53,-197,-298.8147049,"Indianapolis, IN",TRUE,Louisville
2017,64,North Carolina,Texas Southern,-15,20.3,16,0,0.73,-141,-634.5891808,"Greenville, SC",TRUE,North Carolina
2017,64,Arkansas,Seton Hall,-1,1.2,-2,-1,-0.07,27,65.11677893,"Greenville, SC",TRUE,Arkansas
2017,64,Minnesota,Middle Tennessee State,-7,0.3,5,5,0,-140,-211.4166615,"Milwaukee, WI",FALSE,Middle Tennessee State
2017,64,Butler,Winthrop,-9,9.6,13,1,0.76,-265,-427.7526697,"Milwaukee, WI",TRUE,Butler
2017,64,Cincinnati,Kansas State,-5,4.6,-1,-6,0.16,60,642.1370226,"Sacramento, CA",TRUE,Cincinnati
2017,64,UCLA,Kent State,-11,15.4,5,3,0.56,-123,-1766.170655,"Sacramento, CA",TRUE,UCLA
2017,64,Dayton,Wichita State,-3,-5.5,3,0,0.3,-32,-517.3793795,"Indianapolis, IN",FALSE,Wichita State
2017,64,Kentucky,Northern Kentucky,-13,17.7,10,3,0.67,-240,46.64429727,"Indianapolis, IN",TRUE,Kentucky
2017,32,Villanova,Wisconsin,-7,5.3,0,-4,0.15,10,-264.5898434,"Buffalo, NY",FALSE,Wisconsin
2017,32,Virginia,Florida,1,-0.9,-1,0,-0.04,-3,578.2626846,"Orlando, FL",FALSE,Florida
2017,32,USC,Baylor,8,-7.3,-10,-1,-0.32,59,953.3712025,"Tulsa, OK",FALSE,Baylor
2017,32,South Carolina,Duke,5,-6.3,-7,-1,-0.11,31,-110.6585026,"Greenville, SC",TRUE,South Carolina
2017,32,Gonzaga,Northwestern,-7,11,4,-8,0.51,39,-707.4200324,"Salt Lake City, UT",TRUE,Gonzaga
2017,32,Notre Dame,West Virginia,1,-3.7,-3,2,-0.13,-11,156.0885659,"Buffalo, NY",FALSE,West Virginia
2017,32,Xavier,Florida State,8,-3.5,-5,5,-0.3,-16,537.0616465,"Orlando, FL",TRUE,Xavier
2017,32,Saint Mary's,Arizona,5,1.9,-2,-1,-0.07,37,-17.82649874,"Salt Lake City, UT",FALSE,Arizona
